"filename", "language", "C++", "JSON", "Dart", "YAML", "Markdown", "HTML", "Swift", "XML", "Properties", "Gradle", "comment", "blank", "total"
"d:\For Studing\Flutter\helping_hands\lib\Features\auth\presentation\widgets\register_button.dart", "Dart", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 4, 32
"d:\For Studing\Flutter\helping_hands\lib\Features\auth\presentation\widgets\signIn_button.dart", "Dart", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 4, 32
"d:\For Studing\Flutter\helping_hands\lib\Features\auth\presentation\widgets\username_field.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 2, 7, 50
"d:\For Studing\Flutter\helping_hands\lib\Features\auth\presentation\widgets\widget1.dart", "Dart", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 2, 60
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\data\chatImp.dart", "Dart", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 4, 10, 54
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\presentation\ChatPage.dart", "Dart", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 3, 4, 121
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\presentation\manager\chatCuibt.dart", "Dart", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 98, 32, 194
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\presentation\manager\chatStates.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\presentation\widgets\chat_app_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\presentation\widgets\chat_list_view.dart", "Dart", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"d:\For Studing\Flutter\helping_hands\lib\Features\chat\presentation\widgets\delete_chat.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\For Studing\Flutter\helping_hands\lib\Features\dangerMap\data\danger_map_imp.dart", "Dart", 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 17, 184
"d:\For Studing\Flutter\helping_hands\lib\Features\dangerMap\presentation\danger_map.dart", "Dart", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 3, 90
"d:\For Studing\Flutter\helping_hands\lib\Features\dangerMap\presentation\manager\danger_map\danger_map_cubit.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"d:\For Studing\Flutter\helping_hands\lib\Features\dangerMap\presentation\manager\danger_map\danger_map_state.dart", "Dart", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\data\find_contact_imp.dart", "Dart", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 1, 9, 96
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\Location_on_map.dart", "Dart", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\contacts_location.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\manager\contact_location\contact_location_cubit.dart", "Dart", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\manager\contact_location\contact_location_state.dart", "Dart", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 10, 35
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\app_bar_data.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\app_bar_image.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\contact_location_model.dart", "Dart", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 1, 4, 72
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\contacts_list_view.dart", "Dart", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 3, 29
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\live_location_bar.dart", "Dart", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\location_list_body.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 1, 2, 44
"d:\For Studing\Flutter\helping_hands\lib\Features\findContact\presentation\widgets\location_onMap_body.dart", "Dart", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 1, 3, 41
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\data\map_imp.dart", "Dart", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 1, 9, 80
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\manager\Searchdir\location_Cubit.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\manager\Searchdir\location_state.dart", "Dart", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 14, 53
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\maps.dart", "Dart", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\widgets\mapBody.dart", "Dart", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 5, 147
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\widgets\map_search_field.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\widgets\search_result.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"d:\For Studing\Flutter\helping_hands\lib\Features\maps\presentation\widgets\search_result_model.dart", "Dart", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"d:\For Studing\Flutter\helping_hands\lib\core\GeneralImp\accidant_detect.dart", "Dart", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 8, 13, 121
"d:\For Studing\Flutter\helping_hands\lib\core\GeneralImp\back_gound_services.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 12, 43
"d:\For Studing\Flutter\helping_hands\lib\core\GeneralImp\notifications_controller.dart", "Dart", 0, 0, 298, 0, 0, 0, 0, 0, 0, 0, 26, 19, 343
"d:\For Studing\Flutter\helping_hands\lib\core\GeneralImp\notifications_util.dart", "Dart", 0, 0, 1335, 0, 0, 0, 0, 0, 0, 0, 82, 158, 1575
"d:\For Studing\Flutter\helping_hands\lib\core\constants.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1, 3, 28
"d:\For Studing\Flutter\helping_hands\lib\core\utils\Language_manager.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\For Studing\Flutter\helping_hands\lib\core\utils\Location_last_update.dart", "Dart", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"d:\For Studing\Flutter\helping_hands\lib\core\utils\Navigator.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 3, 23
"d:\For Studing\Flutter\helping_hands\lib\core\utils\animations.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\For Studing\Flutter\helping_hands\lib\core\utils\api.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 4, 44
"d:\For Studing\Flutter\helping_hands\lib\core\utils\dragNavigator.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 3, 22
"d:\For Studing\Flutter\helping_hands\lib\core\utils\theme.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 28, 20, 69
"d:\For Studing\Flutter\helping_hands\lib\core\widgets\ShowSnackBar.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"d:\For Studing\Flutter\helping_hands\lib\generated\intl\messages_all.dart", "Dart", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 10, 10, 68
"d:\For Studing\Flutter\helping_hands\lib\generated\intl\messages_ar.dart", "Dart", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 7, 106
"d:\For Studing\Flutter\helping_hands\lib\generated\intl\messages_en.dart", "Dart", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 10, 7, 112
"d:\For Studing\Flutter\helping_hands\lib\generated\l10n.dart", "Dart", 0, 0, 529, 0, 0, 0, 0, 0, 0, 0, 67, 74, 670
"d:\For Studing\Flutter\helping_hands\lib\l10n\intl_ar.arb", "JSON", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 65
"d:\For Studing\Flutter\helping_hands\lib\l10n\intl_en.arb", "JSON", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 66
"d:\For Studing\Flutter\helping_hands\lib\language_theme_cubit\language_cubit_cubit.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48
"d:\For Studing\Flutter\helping_hands\lib\language_theme_cubit\language_cubit_state.dart", "Dart", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"d:\For Studing\Flutter\helping_hands\lib\main.dart", "Dart", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 3, 14, 140
"d:\For Studing\Flutter\helping_hands\lib\material_app.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 15, 4, 61
"d:\For Studing\Flutter\helping_hands\linux\flutter\generated_plugin_registrant.cc", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 40
"d:\For Studing\Flutter\helping_hands\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\For Studing\Flutter\helping_hands\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\For Studing\Flutter\helping_hands\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"d:\For Studing\Flutter\helping_hands\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"d:\For Studing\Flutter\helping_hands\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 4, 35
"d:\For Studing\Flutter\helping_hands\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 4, 13
"d:\For Studing\Flutter\helping_hands\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"d:\For Studing\Flutter\helping_hands\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"d:\For Studing\Flutter\helping_hands\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 1, 344
"d:\For Studing\Flutter\helping_hands\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\For Studing\Flutter\helping_hands\macos\firebase_app_id_file.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\For Studing\Flutter\helping_hands\pubspec.yaml", "YAML", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 53, 10, 128
"d:\For Studing\Flutter\helping_hands\test\widget_test.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 6, 30
"d:\For Studing\Flutter\helping_hands\web\index.html", "HTML", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 16, 6, 60
"d:\For Studing\Flutter\helping_hands\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\For Studing\Flutter\helping_hands\windows\flutter\generated_plugin_registrant.cc", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 36
"d:\For Studing\Flutter\helping_hands\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\For Studing\Flutter\helping_hands\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\For Studing\Flutter\helping_hands\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\For Studing\Flutter\helping_hands\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\For Studing\Flutter\helping_hands\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\For Studing\Flutter\helping_hands\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\For Studing\Flutter\helping_hands\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\For Studing\Flutter\helping_hands\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\For Studing\Flutter\helping_hands\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 583, 422, 10302, 69, 13, 38, 74, 491, 8, 95, 836, 1611, 14542
